product_id,product_title,price,brand,color,category,sub_category,product_description,rating
221,Van Heusen Executive Formal Shirt - Red,2299,Van Heusen,Red,Clothing,Shirts,"Van Heusen Executive Formal Shirt provides a refined style with a crisp design, ideal for professional wear.",3
222,Van Heusen Executive Formal Shirt - Blue,2299,Van Heusen,Blue,Clothing,Shirts,"Van Heusen Executive Formal Shirt provides a refined style with a crisp design, ideal for professional wear.",4
223,Van Heusen Executive Formal Shirt - White,2299,Van Heusen,White,Clothing,Shirts,"Van Heusen Executive Formal Shirt provides a refined style with a crisp design, ideal for professional wear.",5
224,Van Heusen Executive Formal Shirt - Black,2299,Van Heusen,Black,Clothing,Shirts,"Van Heusen Executive Formal Shirt provides a refined style with a crisp design, ideal for professional wear.",2
225,Park Avenue Classic Formal Shirt - Red,1499,Park Avenue,Red,Clothing,Shirts,"Park Avenue Classic Formal Shirt offers a sleek design with quality fabric, perfect for formal occasions.",2
226,Park Avenue Classic Formal Shirt - Blue,1499,Park Avenue,Blue,Clothing,Shirts,"Park Avenue Classic Formal Shirt offers a sleek design with quality fabric, perfect for formal occasions.",2
227,Park Avenue Classic Formal Shirt - White,1499,Park Avenue,White,Clothing,Shirts,"Park Avenue Classic Formal Shirt offers a sleek design with quality fabric, perfect for formal occasions.",2
228,Park Avenue Classic Formal Shirt - Black,1499,Park Avenue,Black,Clothing,Shirts,"Park Avenue Classic Formal Shirt offers a sleek design with quality fabric, perfect for formal occasions.",3
229,Park Avenue Business Shirt - Red,1599,Park Avenue,Red,Clothing,Shirts,"Park Avenue Business Shirt delivers a modern look with a comfortable fit, ideal for office wear.",5
230,Park Avenue Business Shirt - Blue,1599,Park Avenue,Blue,Clothing,Shirts,"Park Avenue Business Shirt delivers a modern look with a comfortable fit, ideal for office wear.",2
231,Park Avenue Business Shirt - White,1599,Park Avenue,White,Clothing,Shirts,"Park Avenue Business Shirt delivers a modern look with a comfortable fit, ideal for office wear.",3
232,Park Avenue Business Shirt - Black,1599,Park Avenue,Black,Clothing,Shirts,"Park Avenue Business Shirt delivers a modern look with a comfortable fit, ideal for office wear.",3
233,Park Avenue Slim Fit Shirt - Red,1699,Park Avenue,Red,Clothing,Shirts,"Park Avenue Slim Fit Shirt combines contemporary style with a precise fit, perfect for a smart look.",4
234,Park Avenue Slim Fit Shirt - Blue,1699,Park Avenue,Blue,Clothing,Shirts,"Park Avenue Slim Fit Shirt combines contemporary style with a precise fit, perfect for a smart look.",3
235,Park Avenue Slim Fit Shirt - White,1699,Park Avenue,White,Clothing,Shirts,"Park Avenue Slim Fit Shirt combines contemporary style with a precise fit, perfect for a smart look.",2
236,Park Avenue Slim Fit Shirt - Black,1699,Park Avenue,Black,Clothing,Shirts,"Park Avenue Slim Fit Shirt combines contemporary style with a precise fit, perfect for a smart look.",2
237,Peter England Formal Shirt - Red,1299,Peter England,Red,Clothing,Shirts,"Peter England Formal Shirt offers a balanced blend of style and comfort, ideal for business settings.",4
238,Peter England Formal Shirt - Blue,1299,Peter England,Blue,Clothing,Shirts,"Peter England Formal Shirt offers a balanced blend of style and comfort, ideal for business settings.",4
239,Peter England Formal Shirt - White,1299,Peter England,White,Clothing,Shirts,"Peter England Formal Shirt offers a balanced blend of style and comfort, ideal for business settings.",2
240,Peter England Formal Shirt - Black,1299,Peter England,Black,Clothing,Shirts,"Peter England Formal Shirt offers a balanced blend of style and comfort, ideal for business settings.",5
241,Peter England Casual Shirt - Red,1399,Peter England,Red,Clothing,Shirts,"Peter England Casual Shirt provides a relaxed fit with quality fabric, perfect for informal occasions.",2
242,Peter England Casual Shirt - Blue,1399,Peter England,Blue,Clothing,Shirts,"Peter England Casual Shirt provides a relaxed fit with quality fabric, perfect for informal occasions.",3
243,Peter England Casual Shirt - White,1399,Peter England,White,Clothing,Shirts,"Peter England Casual Shirt provides a relaxed fit with quality fabric, perfect for informal occasions.",5
244,Peter England Casual Shirt - Black,1399,Peter England,Black,Clothing,Shirts,"Peter England Casual Shirt provides a relaxed fit with quality fabric, perfect for informal occasions.",4
245,Peter England Slim Fit Shirt - Red,1499,Peter England,Red,Clothing,Shirts,"Peter England Slim Fit Shirt delivers a modern cut with premium materials for a sharp, stylish look.",4
246,Peter England Slim Fit Shirt - Blue,1499,Peter England,Blue,Clothing,Shirts,"Peter England Slim Fit Shirt delivers a modern cut with premium materials for a sharp, stylish look.",4
247,Peter England Slim Fit Shirt - White,1499,Peter England,White,Clothing,Shirts,"Peter England Slim Fit Shirt delivers a modern cut with premium materials for a sharp, stylish look.",5
248,Peter England Slim Fit Shirt - Black,1499,Peter England,Black,Clothing,Shirts,"Peter England Slim Fit Shirt delivers a modern cut with premium materials for a sharp, stylish look.",4
249,Dell Inspiron 15 3000 - Black,35999,Dell,Black,Electronics,Laptops,"Dell Inspiron 15 3000 offers reliable performance with an efficient processor and sleek design, available in Black.",3
250,Dell Inspiron 15 3000 - White,35999,Dell,White,Electronics,Laptops,Dell Inspiron 15 3000 in White features a modern look with dependable performance and a vibrant display.,2
251,Dell Vostro 14 - Black,44999,Dell,Black,Electronics,Laptops,"Dell Vostro 14 delivers professional performance with a compact design and robust build, available in Black.",3
252,Dell Vostro 14 - White,44999,Dell,White,Electronics,Laptops,Dell Vostro 14 in White offers a stylish look with powerful features and portability.,4
253,Dell Latitude 3410 - Black,52999,Dell,Black,Electronics,Laptops,"Dell Latitude 3410 is designed for business with enhanced security and performance, available in Black.",3
254,Dell Latitude 3410 - White,52999,Dell,White,Electronics,Laptops,Dell Latitude 3410 in White combines robust performance with a sleek design for professional use.,3
255,HP 15s Series Laptop - Black,37999,HP,Black,Electronics,Laptops,"HP 15s Series Laptop offers a balance of performance and style with an efficient design, available in Black.",2
256,HP 15s Series Laptop - White,37999,HP,White,Electronics,Laptops,HP 15s Series Laptop in White delivers a modern aesthetic with reliable performance for everyday tasks.,4
257,HP Pavilion 14 - Black,49999,HP,Black,Electronics,Laptops,"HP Pavilion 14 combines elegant design with powerful features, available in Black.",3
258,HP Pavilion 14 - White,49999,HP,White,Electronics,Laptops,HP Pavilion 14 in White offers a sleek look with high performance and portability.,5
259,HP Envy 13 - Black,59999,HP,Black,Electronics,Laptops,"HP Envy 13 delivers premium performance with a compact design, available in Black.",4
260,HP Envy 13 - White,59999,HP,White,Electronics,Laptops,HP Envy 13 in White offers a refined design with top-tier performance and a stunning display.,4
261,Lenovo IdeaPad Slim 3 - Black,33999,Lenovo,Black,Electronics,Laptops,"Lenovo IdeaPad Slim 3 features a lightweight design with efficient performance, available in Black.",1
262,Lenovo IdeaPad Slim 3 - White,33999,Lenovo,White,Electronics,Laptops,Lenovo IdeaPad Slim 3 in White offers a modern aesthetic with reliable computing power.,3
263,Lenovo ThinkPad E14 - Black,45999,Lenovo,Black,Electronics,Laptops,"Lenovo ThinkPad E14 is built for productivity with robust performance and security, available in Black.",5
264,Lenovo ThinkPad E14 - White,45999,Lenovo,White,Electronics,Laptops,Lenovo ThinkPad E14 in White delivers a sleek design with business-grade features and durability.,5
265,Lenovo Legion Y540 - Black,67999,Lenovo,Black,Electronics,Laptops,"Lenovo Legion Y540 offers high-performance gaming capabilities with a striking design, available in Black.",3
266,Lenovo Legion Y540 - White,67999,Lenovo,White,Electronics,Laptops,Lenovo Legion Y540 in White combines powerful gaming performance with a stylish finish.,3
267,Asus VivoBook 15 - Black,32999,Asus,Black,Electronics,Laptops,"Asus VivoBook 15 delivers versatile performance with a slim design, available in Black.",4
268,Asus VivoBook 15 - White,32999,Asus,White,Electronics,Laptops,Asus VivoBook 15 in White offers a modern design with efficient performance and portability.,5
269,Asus ZenBook 14 - Black,54999,Asus,Black,Electronics,Laptops,"Asus ZenBook 14 combines elegance with powerful features, available in Black.",3
270,Asus ZenBook 14 - White,54999,Asus,White,Electronics,Laptops,Asus ZenBook 14 in White delivers a premium design with robust performance and a sleek profile.,2
271,Asus ROG Strix G15 - Black,75999,Asus,Black,Electronics,Laptops,"Asus ROG Strix G15 offers high-end gaming performance with advanced cooling, available in Black.",1
272,Asus ROG Strix G15 - White,75999,Asus,White,Electronics,Laptops,Asus ROG Strix G15 in White provides powerful graphics and cutting-edge design for gamers.,5
273,Samsung Galaxy M32 - Blue,15999,Samsung,Blue,Electronics,Smartphones,Samsung Galaxy M32 in Blue features a sleek design with dynamic performance.,2
274,Samsung Galaxy M32 - White,15999,Samsung,White,Electronics,Smartphones,Samsung Galaxy M32 in White delivers a modern look with reliable functionality.,5
275,Samsung Galaxy M32 - Black,15999,Samsung,Black,Electronics,Smartphones,Samsung Galaxy M32 in Black offers a bold design with excellent performance.,3
276,Samsung Galaxy A52 - Blue,24999,Samsung,Blue,Electronics,Smartphones,Samsung Galaxy A52 in Blue offers a balanced mix of style and functionality.,5
277,Samsung Galaxy A52 - White,24999,Samsung,White,Electronics,Smartphones,Samsung Galaxy A52 in White delivers a refined design with top-notch features.,5
278,Samsung Galaxy A52 - Black,24999,Samsung,Black,Electronics,Smartphones,Samsung Galaxy A52 in Black combines sleek aesthetics with powerful performance.,2
279,Samsung Galaxy S21 FE - Blue,49999,Samsung,Blue,Electronics,Smartphones,Samsung Galaxy S21 FE in Blue delivers premium features with a striking design.,4
280,Samsung Galaxy S21 FE - White,49999,Samsung,White,Electronics,Smartphones,"Samsung Galaxy S21 FE in White features a sleek, modern design with top-tier performance.",3
281,Samsung Galaxy S21 FE - Black,49999,Samsung,Black,Electronics,Smartphones,Samsung Galaxy S21 FE in Black provides an elegant finish with powerful specifications.,3
282,Xiaomi Redmi Note 10 - Blue,12999,Xiaomi,Blue,Electronics,Smartphones,Xiaomi Redmi Note 10 in Blue offers a balanced design with strong battery life.,2
283,Xiaomi Redmi Note 10 - White,12999,Xiaomi,White,Electronics,Smartphones,Xiaomi Redmi Note 10 in White features a clean design with powerful performance.,3
284,Xiaomi Redmi Note 10 - Black,12999,Xiaomi,Black,Electronics,Smartphones,Xiaomi Redmi Note 10 in Black combines modern style with efficient processing.,2
285,Xiaomi Redmi 9 Prime - Blue,10999,Xiaomi,Blue,Electronics,Smartphones,Xiaomi Redmi 9 Prime in Blue provides a stylish design with reliable features.,4
286,Xiaomi Redmi 9 Prime - White,10999,Xiaomi,White,Electronics,Smartphones,Xiaomi Redmi 9 Prime in White delivers a sleek look with efficient functionality.,1
287,Xiaomi Redmi 9 Prime - Black,10999,Xiaomi,Black,Electronics,Smartphones,Xiaomi Redmi 9 Prime in Black features a modern design with dependable performance.,4
288,Xiaomi Mi 11X - Blue,29999,Xiaomi,Blue,Electronics,Smartphones,Xiaomi Mi 11X in Blue delivers high performance with an elegant design.,3
289,Xiaomi Mi 11X - White,29999,Xiaomi,White,Electronics,Smartphones,Xiaomi Mi 11X in White features a sleek finish with advanced processing power.,5
290,Xiaomi Mi 11X - Black,29999,Xiaomi,Black,Electronics,Smartphones,Xiaomi Mi 11X in Black provides a refined design with superior performance.,4
291,OnePlus Nord CE 5G - Blue,29999,OnePlus,Blue,Electronics,Smartphones,OnePlus Nord CE 5G in Blue delivers high-speed performance with a modern design.,2
292,OnePlus Nord CE 5G - White,29999,OnePlus,White,Electronics,Smartphones,OnePlus Nord CE 5G in White features a sleek design and advanced 5G technology.,2
293,OnePlus Nord CE 5G - Black,29999,OnePlus,Black,Electronics,Smartphones,OnePlus Nord CE 5G in Black combines premium design with cutting-edge connectivity.,3
294,OnePlus 9R - Blue,39999,OnePlus,Blue,Electronics,Smartphones,OnePlus 9R in Blue features a dynamic design and robust performance.,3
295,OnePlus 9R - White,39999,OnePlus,White,Electronics,Smartphones,"OnePlus 9R in White delivers a sleek, modern aesthetic with high-speed performance.",3
296,OnePlus 9R - Black,39999,OnePlus,Black,Electronics,Smartphones,OnePlus 9R in Black provides an elegant finish with cutting-edge features.,2
297,OnePlus 8T - Blue,44999,OnePlus,Blue,Electronics,Smartphones,OnePlus 8T in Blue delivers powerful processing and a refined design.,3
298,OnePlus 8T - White,44999,OnePlus,White,Electronics,Smartphones,OnePlus 8T in White features a modern look with efficient performance.,4
299,OnePlus 8T - Black,44999,OnePlus,Black,Electronics,Smartphones,"OnePlus 8T in Black combines robust features with a sleek, stylish finish.",4
300,Realme 8 Pro - Blue,19999,Realme,Blue,Electronics,Smartphones,Realme 8 Pro in Blue delivers a balanced performance with a vibrant display.,2
301,Realme 8 Pro - White,19999,Realme,White,Electronics,Smartphones,Realme 8 Pro in White features a sleek design and advanced camera capabilities.,2
302,Realme 8 Pro - Black,19999,Realme,Black,Electronics,Smartphones,Realme 8 Pro in Black offers robust performance with a premium finish.,4
303,Realme Narzo 30 Pro - Blue,17999,Realme,Blue,Electronics,Smartphones,Realme Narzo 30 Pro in Blue offers dynamic performance with a modern design.,4
304,Realme Narzo 30 Pro - White,17999,Realme,White,Electronics,Smartphones,Realme Narzo 30 Pro in White features a clean aesthetic with efficient performance.,4
305,Realme Narzo 30 Pro - Black,17999,Realme,Black,Electronics,Smartphones,Realme Narzo 30 Pro in Black provides a sleek look with powerful processing.,4
306,Realme GT Master Edition - Blue,26999,Realme,Blue,Electronics,Smartphones,Realme GT Master Edition in Blue delivers high-speed performance with a modern finish.,3
307,Realme GT Master Edition - White,26999,Realme,White,Electronics,Smartphones,Realme GT Master Edition in White features a premium design with advanced features.,2
308,Realme GT Master Edition - Black,26999,Realme,Black,Electronics,Smartphones,Realme GT Master Edition in Black combines cutting-edge technology with a sleek design.,2
309,Bose QuietComfort 35 II - Blue,24999,Bose,Blue,Electronics,Headphones,Bose QuietComfort 35 II in Blue offers premium sound quality and a comfortable design.,4
310,Bose QuietComfort 35 II - White,24999,Bose,White,Electronics,Headphones,Bose QuietComfort 35 II in White features advanced noise cancellation with a stylish finish.,4
311,Bose QuietComfort 35 II - Black,24999,Bose,Black,Electronics,Headphones,Bose QuietComfort 35 II in Black provides immersive audio and exceptional comfort.,4
312,Bose SoundLink Around Ear - Blue,19999,Bose,Blue,Electronics,Headphones,Bose SoundLink Around Ear in Blue delivers balanced audio and a modern design.,4
313,Bose SoundLink Around Ear - White,19999,Bose,White,Electronics,Headphones,Bose SoundLink Around Ear in White features a sleek design with powerful sound.,4
314,Bose SoundLink Around Ear - Black,19999,Bose,Black,Electronics,Headphones,Bose SoundLink Around Ear in Black provides a stylish look with excellent audio performance.,3
315,Bose QuietComfort Earbuds - Blue,21999,Bose,Blue,Electronics,Headphones,Bose QuietComfort Earbuds in Blue offer premium audio with a comfortable fit.,4
316,Bose QuietComfort Earbuds - White,21999,Bose,White,Electronics,Headphones,Bose QuietComfort Earbuds in White combine style with advanced sound technology.,4
317,Bose QuietComfort Earbuds - Black,21999,Bose,Black,Electronics,Headphones,Bose QuietComfort Earbuds in Black provide superior audio performance and a sleek design.,4
318,Sony WH-1000XM4 - Blue,24990,Sony,Blue,Electronics,Headphones,Sony WH-1000XM4 in Blue delivers exceptional audio quality with advanced features.,4
319,Sony WH-1000XM4 - White,24990,Sony,White,Electronics,Headphones,Sony WH-1000XM4 in White features a modern design with cutting-edge noise cancellation.,2
320,Sony WH-1000XM4 - Black,24990,Sony,Black,Electronics,Headphones,Sony WH-1000XM4 in Black provides superior sound quality with sleek aesthetics.,4
321,Sony WF-1000XM4 - Blue,21990,Sony,Blue,Electronics,Headphones,Sony WF-1000XM4 in Blue delivers high-quality audio and a compact design.,2
322,Sony WF-1000XM4 - White,21990,Sony,White,Electronics,Headphones,Sony WF-1000XM4 in White features premium sound with a minimalist design.,3
323,Sony WF-1000XM4 - Black,21990,Sony,Black,Electronics,Headphones,Sony WF-1000XM4 in Black offers excellent sound quality with modern features.,2
324,Sony MDR-XB950B1 - Blue,8499,Sony,Blue,Electronics,Headphones,Sony MDR-XB950B1 in Blue offers dynamic audio performance with a robust design.,5
325,Sony MDR-XB950B1 - White,8499,Sony,White,Electronics,Headphones,Sony MDR-XB950B1 in White features vibrant sound and a stylish finish.,2
326,Sony MDR-XB950B1 - Black,8499,Sony,Black,Electronics,Headphones,Sony MDR-XB950B1 in Black provides deep bass and crisp audio quality.,2
327,JBL Tune 750BTNC - Blue,6999,JBL,Blue,Electronics,Headphones,JBL Tune 750BTNC in Blue delivers clear audio with a comfortable design.,2
328,JBL Tune 750BTNC - White,6999,JBL,White,Electronics,Headphones,JBL Tune 750BTNC in White features modern noise cancellation with crisp sound.,4
329,JBL Tune 750BTNC - Black,6999,JBL,Black,Electronics,Headphones,JBL Tune 750BTNC in Black provides balanced sound and effective noise reduction.,2
330,JBL Live 650BTNC - Blue,12999,JBL,Blue,Electronics,Headphones,JBL Live 650BTNC in Blue offers rich audio quality with a sleek design.,5
331,JBL Live 650BTNC - White,12999,JBL,White,Electronics,Headphones,JBL Live 650BTNC in White features advanced noise cancellation and premium sound.,5
332,JBL Live 650BTNC - Black,12999,JBL,Black,Electronics,Headphones,JBL Live 650BTNC in Black provides powerful audio performance with modern aesthetics.,5
333,JBL Quantum 800 - Blue,13999,JBL,Blue,Electronics,Headphones,JBL Quantum 800 in Blue delivers immersive sound with a comfortable design.,2
334,JBL Quantum 800 - White,13999,JBL,White,Electronics,Headphones,JBL Quantum 800 in White features dynamic audio and a sleek gaming style.,4
335,JBL Quantum 800 - Black,13999,JBL,Black,Electronics,Headphones,JBL Quantum 800 in Black provides powerful sound and modern connectivity.,4
336,Sennheiser HD 450BT - Blue,11999,Sennheiser,Blue,Electronics,Headphones,Sennheiser HD 450BT in Blue offers balanced audio with a comfortable design.,4
337,Sennheiser HD 450BT - White,11999,Sennheiser,White,Electronics,Headphones,Sennheiser HD 450BT in White features advanced noise cancellation and crisp sound.,3
338,Sennheiser HD 450BT - Black,11999,Sennheiser,Black,Electronics,Headphones,Sennheiser HD 450BT in Black provides superior sound quality with sleek design.,4
339,Sennheiser Momentum 3 - Blue,29990,Sennheiser,Blue,Electronics,Headphones,Sennheiser Momentum 3 in Blue delivers rich audio with a luxurious finish.,3
340,Sennheiser Momentum 3 - White,29990,Sennheiser,White,Electronics,Headphones,Sennheiser Momentum 3 in White features advanced audio technology with elegant design.,2
341,Sennheiser Momentum 3 - Black,29990,Sennheiser,Black,Electronics,Headphones,"Sennheiser Momentum 3 in Black provides exceptional sound with a stylish, modern look.",3
342,Sennheiser CX 400BT - Blue,7999,Sennheiser,Blue,Electronics,Headphones,Sennheiser CX 400BT in Blue delivers high-quality audio and sleek design.,3
343,Sennheiser CX 400BT - White,7999,Sennheiser,White,Electronics,Headphones,Sennheiser CX 400BT in White features a modern design with crisp sound clarity.,2
344,Sennheiser CX 400BT - Black,7999,Sennheiser,Black,Electronics,Headphones,Sennheiser CX 400BT in Black provides robust wireless performance with a stylish finish.,3